Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost Moms House Tipe A Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp2.000.000,7.0
-,+,Kost Kensa 1 Tenggilis Mejoyo Surabaya,True,True,True,True,True,False,Ada,0,Rp1.750.000,6.0
-,+,Kost Eve Palace Sharing Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp2.000.000,7.0
-,+,Kost Eve Palace Ruby Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.850.000,7.0
-,-,Kost Sukmawati 1 Tipe B Wonocolo Surabaya,True,True,True,True,True,False,Ada,0,Rp1.900.000,5.0
-,+,⁠Kost kita Executive Siwalankerto Padang Pasir Gayungan Surabaya,True,True,True,True,True,False,Ada,0,Rp1.900.000,6.0
-,+,Kost Golden Butterfly Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.850.000,7.0
-,+,Kost Tons House Tipe A1 Tenggilis Mejoyo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.810.000,7.0
-,+,Kost Ms House VIP Wonocolo Surabaya,True,True,True,True,True,False,Ada,0,Rp1.800.000,6.0
-,+,Kost Perum Tenggilis Tengah Tenggilis Mejoyo Surabaya,True,True,True,True,True,True,Ada,0,Rp2.000.000,7.0
-,+,Kost Kutisari Dalam Tipe F Tenggilis Mejoyo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.750.000,7.0
-,+,Kost Syafira Tipe A Tenggilis Mejoyo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.870.000,7.0
-,+,Kost Behomy E12 Siwalankerto Eksklusif Gayungan Surabaya,True,True,True,True,True,False,Ada,0,Rp1.800.000,6.0
-,+,Kost La Boende LAF Tipe C Gayungan Surabaya,True,True,True,True,True,True,Ada,0,Rp1.800.000,7.0
-,+,Kost Eksklusif Kalysta Tipe C Wonocolo Surabaya,True,True,True,True,False,True,Ada,0,Rp1.750.000,6.0
-,-,Kost Jepun 2 Gkt B19 Tipe A Gayungan Surabaya,True,True,True,True,True,True,Sisa 2 kamar,0,Rp1.800.000,6.0
-,+,Kost Indah Co Living Tipe B Tenggilis Mejoyo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.750.000,7.0
-,-,Kost Sukmawati 1 Tipe A Wonocolo Surabaya,True,True,True,True,True,False,Ada,0,Rp1.750.000,5.0
-,-,Kost Griya Panjunan Waru Sidoarjo,True,True,True,True,False,True,Ada,0,Rp1.800.000,5.0
-,-,Kost Kostme Residence Tenggilis Mejoyo Surabaya,True,True,True,True,True,False,Sisa 1 kamar,0,Rp2.000.000,5.0
-,-,Kost Raya Wisma Menanggal 53 Gayungan Surabaya,True,False,True,True,False,True,Sisa 1 kamar,0,Rp2.000.000,4.0
-,-,Kost Siwalankerto gang 5a Pink Wonocolo Surabaya,True,True,True,False,False,True,Ada,0,Rp1.800.000,4.0
-,-,Kost Jalan Siwalankerto Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.900.000,6.0
-,-,Kost Dukuh Menanggal Gayungan Surabaya,True,True,True,True,True,True,Ada,0,Rp1.770.000,6.0
-,-,Kost Siwalankerto Wonocolo Surabaya,True,True,True,True,False,False,Ada,0,Rp2.000.000,4.0
-,-,Kost Hana Inn Tipe B Gayungan Surabaya,True,True,True,True,True,True,Sisa 1 kamar,0,Rp1.800.000,6.0
-,-,Kost Hana Inn Tipe C Gayungan Surabaya,True,True,True,True,True,True,Sisa 1 kamar,0,Rp1.800.000,6.0
-,-,Kost 88 Tipe VIP Wonocolo Surabaya,True,True,True,True,True,True,Sisa 1 kamar,0,Rp1.750.000,6.0
-,-,Kost Sejuk Tenggilis Mejoyo Surabaya,True,True,True,True,True,True,Sisa 3 kamar,0,Rp2.000.000,6.0
-,-,Kost Abah Sartok 3 Tipe VVIP Exclusive Waru Sidoarjo,False,False,False,False,False,True,Sisa 1 kamar,0,Rp2.000.000,1.0
-,-,Kost Central Park Gayungan Surabaya,False,False,True,True,True,True,Sisa 1 kamar,0,Rp2.000.000,4.0
-,-,Kost GSB 116 VIP Gayungan Surabaya,True,True,True,True,True,True,Sisa 3 kamar,0,Rp1.835.000,6.0
-,-,Kost Kendangsari Lim Tipe A Tenggilis Mejoyo Surabaya,True,True,True,True,True,False,Ada,0,,5.0
-,-,Kost Maharini Tenggilis Mejoyo Surabaya,True,True,True,True,False,True,Sisa 2 kamar,0,,5.0
-,-,Kost Assalam 1 Tipe A Gayungan Surabaya,True,True,True,True,True,True,Penuh,0,,7.0
