Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost Anggrek Residence Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.300.000,7.0
-,+,Kost King Safir Gayungan Surabaya,True,True,True,False,False,True,Ada,0,Rp1.500.000,5.0
-,+,Kost Eve Palace Safir Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.500.000,7.0
-,+,Kost C 37 Regency Tipe Executive Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.350.000,7.0
-,+,Kost 12 Gayungan Surabaya,True,True,True,True,False,True,Ada,0,Rp1.500.000,6.0
-,+,Kost Griyo Siwalankerto Tipe A Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.250.000,7.0
-,+,Kost Siwalan 68 Tipe C Wonocolo surabaya,True,False,True,True,True,True,Ada,0,Rp1.250.000,6.0
-,+,Kost Pink Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.500.000,7.0
-,+,Kost Griya Siwalan Tipe A Wonocolo Surabaya,True,True,True,True,True,False,Ada,0,Rp1.465.000,6.0
-,+,Kost Aliya Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.400.000,7.0
-,+,Kost Aliya House 2 Tipe A Gayungan Surabaya,True,True,True,True,True,True,Ada,0,Rp1.500.000,7.0
-,+,Kost La Boende LAF Tipe B Gayungan Surabaya,True,True,True,True,True,True,Ada,0,Rp1.500.000,7.0
-,+,Kost Tino Galih Perdana Tipe Executive Jambangan Surabaya,True,True,True,True,True,True,Ada,0,Rp1.500.000,7.0
-,+,Kost Pagesangan Jambangan Surabaya,True,True,True,True,True,True,Ada,0,Rp1.500.000,7.0
-,+,Kost Kutisari Utara 55E Tenggilis Mejoyo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.300.000,7.0
-,+,Kost Behomy Petra AA6 Exclusive Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.500.000,7.0
-,+,Kost Makarya Waru Sidoarjo,True,True,True,True,True,True,Ada,0,Rp1.500.000,7.0
-,+,Kost Rukos Indah Berkah Tipe A Waru Sidoarjo,True,True,False,True,True,True,Ada,0,Rp1.450.000,6.0
-,+,Kost Jl Siwalankerto Timur I Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.300.000,7.0
-,+,Kost Najwa Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.300.000,7.0
-,+,Kost Pangestu Waru Tipe Ac Waru Sidoarjo,True,True,True,True,True,True,Ada,0,Rp1.350.000,7.0
-,+,Kost Behomy Petra AA4 Ekslusif Wonocolo Surabaya,True,False,True,True,True,True,Ada,0,Rp1.400.000,6.0
-,+,Kost Tons House Tipe H Tenggilis Mejoyo Surabaya,False,True,True,True,True,False,Ada,0,Rp1.410.000,5.0
-,+,Kost Lg Solution Tipe A Gayungan Surabaya,False,True,True,True,True,True,Ada,0,Rp1.500.000,6.0
-,+,Kost Tons House Tipe G Tenggilis Mejoyo Surabaya,False,True,True,True,True,True,Ada,0,Rp1.350.000,6.0
-,+,Kost Griya Nirwasita Gayungan Surabaya,True,True,True,True,True,False,Ada,0,Rp1.300.000,6.0
-,+,Kost Siwalankerto Tipe C Wonocolo Surabaya,True,False,True,True,True,False,Ada,0,Rp1.300.000,5.0
-,+,Kost Brotherhood Tipe B Gayungan Surabaya,True,True,True,True,True,True,Ada,0,Rp1.350.000,7.0
-,-,Kost Flora Anggrek Residence Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.500.000,6.0
-,-,Kost Mitra Kutisari Tipe A Tenggilis Mejoyo Surabaya,True,True,True,True,True,True,Ada,0,,6.0
-,+,Kost Rukost 36D Tipe A Gayungan Surabaya,True,True,True,True,True,True,Ada,0,,7.0
-,-,Kost RR Tipe Ac Wonocolo Surabaya,False,True,True,True,True,False,Ada,0,,4.0
-,-,Kost Beranda Kita Jambangan Surabaya,True,True,True,True,True,False,Ada,0,,5.0
-,-,Kost Kertomenanggal B6 Tipe A1 Gayungan Surabaya,True,True,True,True,True,True,Penuh,0,,7.0
-,-,Kost Rahayu Tipe A Gayungan Surabaya,True,True,True,True,True,True,Penuh,0,,7.0
-,-,Kost Arvita Tipe Vip Jambangan Surabaya,False,True,True,True,True,True,Penuh,0,,6.0
-,-,Kost Fourmedia Homestay Tipe AC Wonocolo Surabaya,True,True,True,False,True,True,Penuh,0,,6.0
