Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost Feliz Guest House Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp3.000.000,7.0
-,+,Kost Premium Graha Feliz Premium Deluxe Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp2.900.200,7.0
-,-,Kost Wibowo I Tipe B Jambangan Surabaya,False,True,True,False,True,True,Sisa 1 kamar,0,Rp3.000.000,4.0
-,-,Rumah Kontrakan Grand Delta Sari Waru Sidoarjo,True,False,True,False,True,False,Sisa 1 kamar,0,Rp3.000.000,3.0
-,-,Kost Dhanesvara Wonocolo Surabaya,True,True,True,True,True,True,Ada,0,Rp3.000.000,6.0
-,-,Kost Bu Indarwati Waru Sidoarjo,False,False,True,True,True,True,Ada,0,Rp3.000.000,4.0
-,-,Rumah Kontrakan Paviliun Tenggilis Mejoyo Surabaya,True,False,True,True,True,True,Sisa 1 kamar,0,Rp2.750.000,5.0
-,-,Kost Dinnar Homestay Tipe C Gayungan Surabaya,True,True,True,True,True,True,Sisa 1 kamar,0,Rp2.776.000,6.0
-,-,Kost Dinnar Homestay Executive Gayungan Surabaya,True,True,True,True,True,True,Ada,0,Rp2.750.000,6.0
-,-,Kost Universitas Kristen Petra Gayungan Surabaya,True,True,True,False,False,False,Sisa 1 kamar,0,Rp2.750.000,3.0
-,+,Kost Amazing Zone Tipe D Wonocolo Surabaya,True,True,True,True,True,True,Penuh,0,Rp3.000.000,8.0
-,+,Kost Mawar Atas Waru Sidoarjo,True,True,False,False,True,True,Penuh,0,Rp2.800.000,6.0
-,-,Kost Delta Lavenda D25 Waru Sidoarjo,True,False,True,True,True,True,Penuh,0,Rp2.750.000,6.0
-,-,Kost Assalam 1 Tipe D Gayungan Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.760.000,7.0
-,-,Kost High Point Wonocolo Surabaya,True,True,True,False,False,True,Penuh,0,Rp2.750.000,5.0
