Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost Prapen Tenggilis Mejoyo Surabaya,False,False,True,True,True,True,Ada,0,Rp650.000,5.0
-,+,Kost Dekat UPN Tipe A Gunung Anyar Surabaya,False,True,False,True,True,True,Ada,0,Rp800.000,5.0
-,+,Kost Tutik Mirawati Tipe C Rungkut Surabaya,False,False,False,True,True,False,Ada,0,Rp750.000,3.0
-,+,Kost Jl Raya Semampir Tipe A Sukolilo Surabaya,False,False,False,True,True,True,Ada,0,Rp600.000,4.0
-,+,Kost Sari Ayu Rungkut Surabaya,False,False,False,True,True,True,Ada,0,Rp750.000,4.0
-,+,Kost KS 89 Tenggilis Mejoyo Surabaya,False,True,False,True,True,True,Ada,0,Rp600.000,5.0
-,+,Kost Rms Z14 Rungkut Surabaya,False,True,False,True,True,True,Ada,0,Rp650.000,5.0
-,+,Kost Jl Rungkut Asri Barat Tipe A Rungkut Surabaya,False,False,False,False,True,True,Ada,0,Rp600.000,3.0
-,+,Kost Semampir 89 Tipe A Sukolilo Surabaya,False,True,False,False,True,False,Ada,0,Rp700.000,3.0
-,+,Kost Queen Tipe A Waru Sidoarjo,False,True,False,True,True,False,Ada,0,Rp650.000,4.0
-,+,Kost 27 Gunung Anyar Surabaya,True,False,False,False,False,True,Ada,0,Rp765.000,3.0
-,+,Kost D Tenggilis Mejoyo Surabaya,False,True,False,False,True,True,Ada,0,Rp715.000,4.0
-,+,Kost Charisma Residence Tipe A Tenggilis Mejoyo Surabaya,True,True,False,True,True,False,Ada,0,Rp775.000,5.0
-,+,Kost Bu Yatno Tipe A Rungkut Surabaya,True,False,False,True,False,True,Ada,0,Rp750.000,4.0
-,-,Kost Eko Sukolilo Surabaya,False,True,False,False,True,False,Sisa 2 kamar,0,Rp600.000,2.0
-,+,Kost 17 Tipe 1 Sukolilo Surabaya,False,False,False,True,True,False,Ada,0,Rp600.000,3.0
-,-,Kost Abdul Karim 40 Tipe A Gunung Anyar Surabaya,False,True,False,False,True,True,Sisa 1 kamar,0,Rp610.000,3.0
-,-,Kost Dprint Rungkut Surabaya,False,True,False,True,True,True,Sisa 2 kamar,0,Rp700.000,4.0
-,-,Kost Kedung Asem Rungkut Surabaya,False,False,False,False,False,False,Sisa 1 kamar,0,Rp650.000,0.0
-,+,Kost Tenggilis Permai B24 Tipe A Tenggilis Mejoyo Surabaya,False,True,False,False,True,True,Ada,0,Rp700.000,4.0
-,-,Kost Jalan Semampir Tengah Tipe B Sukolilo Surabaya,False,True,False,False,True,True,Sisa 2 kamar,0,Rp650.000,3.0
-,-,Kost Girly Tipe A Sukolilo Surabaya,False,True,False,True,True,True,Ada,0,Rp700.000,4.0
-,-,Kost Syamila Gunung Anyar Surabaya,False,True,False,True,True,True,Sisa 3 kamar,0,Rp800.000,4.0
-,-,Kost Salon Aan Rungkut Surabaya,False,True,False,True,False,False,Sisa 3 kamar,0,Rp650.000,2.0
-,-,Kost Pasutri Tenggilis Permai Surabaya,True,False,False,False,True,True,Sisa 2 kamar,0,Rp800.000,3.0
-,-,Kost Ibu Sofi Rungkut Surabaya,False,True,False,True,True,False,Ada,0,Rp800.000,3.0
-,-,Kost Berkah Af Tipe A Sukolilo Surabaya,True,True,False,False,True,True,Ada,0,Rp800.000,4.0
-,-,Kost Al 14 Tipe A Rungkut Surabaya,False,True,False,False,True,True,Sisa 1 kamar,0,Rp700.000,3.0
-,-,Kost Kensa 92 Tipe B Tenggilis Mejoyo Surabaya,True,True,False,False,False,True,,0,,3.0
-,-,Kost F35 Tipe A Tenggilis Mejoyo Surabaya,False,True,True,False,True,True,Sisa 2 kamar,0,,4.0
-,-,Kost Ibu Ida Sukolilo Surabaya,True,True,False,False,True,True,Ada,0,,4.0
-,-,Kost 16 Rungkut Surabaya,False,False,False,True,True,True,Ada,0,,3.0
-,-,Kost Vionefaaa Gunung Anyar Surabaya,True,False,False,False,False,True,Penuh,0,,3.0
-,-,Kost Padang Setyo Tipe B Tenggilis Mejoyo Surabaya,True,True,False,True,True,False,Penuh,0,,5.0
-,-,Kost Penjaringan Tipe A Rungkut Surabaya,True,False,False,True,True,False,Penuh,0,,4.0
-,-,Kost RL2L-20 Rungkut Surabaya,False,True,False,False,True,True,Penuh,0,,4.0
-,-,Kost Smart Rungkut Surabaya,True,True,False,False,True,True,Penuh,0,,5.0
-,-,Kost Devdan Sukolilo Surabaya,False,True,False,False,True,True,Penuh,0,,4.0
-,-,Kost Bu Anik Tipe A Rungkut Surabaya,False,True,False,True,True,True,Penuh,0,,5.0
-,-,Kost The Rungkut Surabaya,False,False,False,False,True,False,Penuh,0,,2.0
