Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,-,Kost Bu Mantri Sukolilo Surabaya,False,False,False,False,True,False,Ada,0,Rp400.000,1.0
-,+,Kost Alphine Tipe Standart Rungkut Surabaya,False,False,False,False,False,True,Ada,0,Rp350.100,2.0
-,-,Kost Sarwi 3 OD Tipe C Rungkut Surabaya,False,False,False,False,True,True,Sisa 2 kamar,0,Rp350.000,2.0
-,-,Kost Cahyo Rungkut Surabaya,False,True,False,False,True,True,Sisa 3 kamar,0,Rp400.000,3.0
-,-,Kost Pak Sodik Gunung Anyar Surabaya,False,False,False,True,False,False,Sisa 1 kamar,0,Rp400.000,1.0
-,+,Kost Bu Yatno Tipe B Rungkut Surabaya,False,False,False,False,False,True,Penuh,0,Rp350.000,3.0
-,-,Kost 93 Rungkut Surabaya,False,False,False,False,True,True,Penuh,0,Rp360.000,3.0
-,-,Kost Pak Kandar Tipe A Rungkut Surabaya,True,False,False,False,True,True,Penuh,0,Rp280.000,4.0
-,-,Kost Mbah Djun Rungkut Surabaya,False,False,False,False,True,False,Penuh,0,Rp400.000,2.0
-,-,Kost Yusuf Kunari Tipe A Blimbing Malang,False,True,False,False,True,True,Penuh,0,Rp400.000,4.0
-,-,Kost Assri Rungkut Surabaya,False,True,False,False,True,True,Penuh,0,Rp400.000,4.0
-,-,Kost Bu Atik Rungkut Surabaya,False,False,False,False,True,False,Penuh,0,Rp350.000,2.0
-,-,Kost Sarwi 3 OD Tipe BB Rungkut Surabaya,False,False,False,False,False,True,Penuh,0,Rp325.001,2.0
-,-,Kost Lintang Tipe A Rungkut Surabaya,False,False,False,False,False,True,Penuh,0,Rp250.000,2.0
-,-,Kost Lintang Tipe B Rungkut Surabaya,False,False,False,False,False,True,Penuh,0,Rp300.000,2.0
-,-,Kost Cantik Berkah Gunung Anyar Surabaya,True,True,False,False,True,False,Penuh,0,Rp400.000,4.0
-,-,Kost 105 Merr Tipe C Rungkut Surabaya,False,False,False,False,False,True,Penuh,0,Rp400.000,2.0
-,-,Kost Bu Maya Gunung Anyar Surabaya,False,False,False,False,False,True,Penuh,0,Rp300.000,2.0
-,-,Kost Ibu Maya Gunung Anyar Surabaya,False,False,False,False,True,True,Penuh,0,Rp300.000,3.0
-,-,Kost Bu Maya Tipe B Gunung Anyar Surabaya,False,False,False,False,False,True,Penuh,0,Rp300.000,2.0
