Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost 415 VIP Tenggilis Mejoyo Surabaya,True,True,True,True,True,False,Ada,0,Rp3.500.000,6.0
-,+,Kost Casa Coliving Premium Plus Tenggilis Mejoyo Surabaya,True,True,True,False,True,False,Ada,0,Rp3.250.000,5.0
-,-,Kost Grand City Regency Gunung Anyar Surabaya,False,False,True,False,True,False,Sisa 3 kamar,0,Rp3.500.000,2.0
-,-,Kost Manda Rungkut Surabaya,False,False,True,True,False,True,Ada,0,Rp3.399.999,3.0
-,-,Kost Metropolis Surabaya,True,True,True,False,False,True,Penuh,0,Rp3.300.000,5.0
