Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost Bromo 2 Tipe B Sawahan Surabaya,True,True,True,True,True,True,Ada,0,Rp2.500.000,7.0
-,+,Kost Only Seven VIP 2 Sawahan Surabaya,True,True,True,True,True,True,Ada,0,Rp2.500.000,7.0
-,+,Kost Only Seven Tipe B Sawahan Surabaya,True,True,True,True,True,True,Ada,0,Rp2.500.000,7.0
-,+,Kost Bromo VIP Sawahan Surabaya,True,True,True,True,True,True,Ada,0,Rp2.500.000,7.0
-,-,Kost De 117 Gubeng Surabaya,True,True,True,True,True,True,Sisa 2 kamar,0,Rp2.500.000,6.0
-,+,Kost 88 Executive Tegalsari Surabaya,True,True,True,True,True,True,Ada,0,Rp2.650.000,7.0
-,-,Kost Only Seven Syariah Tipe Vip Sawahan Surabaya,True,True,True,True,True,True,Sisa 3 kamar,0,Rp2.501.600,6.0
-,-,Kost Happy House GSP Genteng Surabaya,True,True,True,True,True,True,Sisa 1 kamar,0,Rp2.500.000,6.0
-,-,Kost Nyaman Tegalsari Surabaya,True,False,True,True,True,True,Sisa 3 kamar,0,Rp2.500.000,5.0
-,-,Kost Sierra Type A Sawahan Surabaya,False,True,False,True,True,True,Sisa 3 kamar,0,Rp2.700.000,4.0
-,-,Kost Merapi Exclusie Inn Sawahan Surabaya,True,True,True,False,False,True,Ada,0,Rp2.500.000,4.0
-,+,Kost Syariah Tipe A Bubutan Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.500.000,8.0
-,+,Kost Anie Bubutan Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.500.000,8.0
-,+,Kost Istana Tipe Vvip Bubutan Surabaya,False,True,True,True,True,True,Penuh,0,Rp2.500.000,7.0
-,-,Kost MBC Guesthouse VVIP Tambaksari Surabaya,True,True,True,True,True,False,Penuh,0,Rp2.500.000,6.0
-,-,Kost Kertajaya Syariah Residence Gubeng Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.500.000,7.0
-,-,Kost Kedung Rukem Executive Tegalsari Surabaya,True,True,True,True,True,False,Penuh,0,Rp2.500.000,6.0
-,-,Kost Airlangga Executive Gubeng Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.500.000,7.0
-,-,Kost Homestay Stasiun Gubeng Surabaya,True,True,True,True,False,True,Penuh,0,Rp2.700.000,6.0
-,-,Kost Vip Vier Genteng Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.500.000,7.0
-,-,Kost Maumu Genteng Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.500.000,7.0
-,-,Kost Anie Residence Tipe Executive Bubutan Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.500.000,7.0
-,-,Kost Exclusive Genteng Surabaya,True,False,True,False,True,False,Penuh,0,Rp2.500.000,4.0
-,-,Kost Bromo Tipe VVIP Sawahan Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.500.000,7.0
-,-,Kost Anie Residence Tipe Eksklusif Bubutan Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.500.000,7.0
-,-,Kost Griya Dharmawangsa Gubeng Surabaya,True,False,True,True,True,True,Penuh,0,Rp2.500.000,6.0
