Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost Dial House Tipe Reguler 1 Gubeng Surabaya,False,True,False,True,True,True,Penuh,0,,6.0
-,+,Kost Bu Teguh Tipe A Tambaksari Surabaya,True,True,False,True,True,True,Ada,0,,6.0
-,+,Kost Bu Teguh Tipe A Tambaksari Surabaya,True,True,False,True,True,True,Ada,0,,6.0
-,-,Kost Bu Anugrah Sukolilo Surabaya,False,True,False,False,True,True,Sisa 1 kamar,0,,3.0
-,-,Kost Bu Antono TMB 7 Tipe B Mulyorejo Surabaya,False,False,False,False,True,True,Sisa 1 kamar,0,,2.0
-,+,Kost Bintang TMB 33 Sukolilo Surabaya,False,True,False,False,True,True,Ada,0,,4.0
-,+,Kost GP 42 Sukolilo Surabaya,True,False,False,False,True,True,Ada,0,,4.0
-,+,Kost Kampus Tipe M Sukolilo Surabaya,False,True,True,False,True,True,Penuh,0,,6.0
-,-,Kost Pak Wasik Sukolilo Surabaya,False,True,False,False,True,True,Sisa 1 kamar,0,,3.0
-,+,Kost Rumah Asri Tipe A Gubeng Surabaya,False,True,False,False,True,False,Ada,0,,3.0
-,+,Kost Agus Winarno Sukolilo Surabaya,False,True,False,False,True,False,Penuh,0,,4.0
-,+,Kost Ibu Endah Tipe B Mulyorejo Surabaya,False,True,False,False,True,False,Ada,0,,3.0
-,-,Kost Maafey Tipe A Tambaksari Surabaya,False,True,False,True,True,False,Sisa 1 kamar,0,,3.0
-,-,Kost Bu Endah I Tipe A Sukolilo Surabaya,False,True,False,True,True,True,Sisa 2 kamar,0,,4.0
-,+,Kost GG Dharmahusadha 3 Exclusif Tambaksari Surabaya,True,True,True,True,True,True,Penuh,0,,8.0
-,-,Kost 36 Tipe B Tambaksari Surabaya,False,True,False,True,True,False,Sisa 3 kamar,0,,3.0
-,-,Kost Bpk Arief Tipe A Gubeng Surabaya,True,True,False,False,True,False,Sisa 2 kamar,0,,3.0
-,+,Kost Bapak Munasir Mulyorejo Surabaya,True,True,False,False,True,False,Ada,0,,4.0
-,-,Kost Bu Ulfa I Sukolilo Surabaya,False,True,False,False,True,False,Penuh,0,,3.0
