Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost Bobo Studio Bobo Suite Tambaksari Surabaya,True,True,True,True,True,True,Ada,0,Rp1.900.000,7.0
-,+,Kost Jojoran Tipe Ac Gubeng Surabaya,True,True,True,True,True,True,Ada,0,Rp1.900.000,7.0
-,+,Kost Emerald Guesthouse Sukolilo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.950.000,7.0
-,+,Kost Sutorejo Prima Utara Mulyorejo Surabaya,True,True,True,True,True,True,Ada,0,Rp2.000.000,7.0
-,+,Kost Hope 40 Executive Mulyorejo Surabaya,True,True,True,True,True,False,Ada,0,Rp1.950.000,6.0
-,+,Kost Ratu I Superior Tambaksari Surabaya,True,True,True,True,True,True,Ada,0,Rp1.850.000,7.0
-,+,Kost Prime Sutorejo Prima Tipe B Mulyorejo Surabaya,True,True,True,True,True,False,Ada,0,Rp1.900.000,6.0
-,+,Kost Klampis Harapan VII Sukolilo Surabaya,False,True,True,True,True,False,Ada,0,Rp1.900.000,5.0
-,+,Kost Eksklusif Dharmahusada Permai Tipe A Mulyorejo Surabaya,False,True,True,True,True,False,Ada,0,Rp1.850.000,5.0
-,-,Kost Premium Sukolilo Surabaya,True,True,True,True,True,True,Sisa 1 kamar,0,Rp2.000.000,6.0
-,-,Kost Etherium Tipe A Mulyorejo Surabaya,True,True,True,True,True,True,Sisa 2 kamar,0,Rp1.800.000,6.0
-,+,Kost Residence Lantai 1 Tambaksari Surabaya,True,True,True,False,True,True,Ada,0,Rp1.900.000,6.0
-,+,Kost Bobo Studio Tipe A Tambaksari Surabaya,True,True,True,True,True,True,Ada,0,Rp1.800.000,7.0
-,+,Kost Putri Unair Linda Surabaya,True,True,True,False,False,True,Ada,0,Rp1.750.000,5.0
-,+,Kost Residence 225 Tambaksari Surabaya,True,True,True,False,True,True,Ada,0,Rp2.000.000,6.0
-,+,Kost Bhaskara Sari 5A Mulyorejo Surabaya,True,True,True,True,True,False,Ada,0,Rp1.800.000,6.0
-,+,Kost Sutikno Tipe A Sukolilo Surabaya,True,True,True,True,True,False,Ada,0,Rp1.750.000,6.0
-,+,Kost Armani Tipe Plus Two Mulyorejo Surabaya,False,True,True,True,True,True,Ada,0,Rp1.800.000,6.0
-,+,Kost Beryl Gubeng Surabaya,True,True,True,True,True,False,Ada,0,Rp2.000.000,6.0
-,+,Kost Lagoon Unair Tipe 20 Mulyorejo Surabaya,True,True,True,True,True,True,Ada,0,Rp2.000.000,7.0
-,+,Kost Bu Dar AC Gubeng Surabaya,True,True,True,True,True,False,Ada,0,Rp1.800.000,6.0
-,+,Kos Adelwin Hilman W Tipe A Mulyorejo Surabaya,True,True,True,True,True,True,Ada,0,Rp1.900.000,7.0
-,-,Kost Sutorejo Tipe B Mulyorejo Surabaya,True,True,True,True,True,True,Sisa 1 kamar,0,Rp1.750.000,6.0
-,-,Kost Griyo Perumahan Bhaskara Sari Tipe A Mulyorejo Surabaya,False,True,False,True,True,True,Sisa 3 kamar,0,Rp800.000,4.0
-,-,Kost Teras Mangga Gebang Its Sukolilo Surabaya,True,True,False,True,True,True,Sisa 1 kamar,0,Rp2.000.000,5.0
-,-,Kost Nn Tipe A Gubeng Surabaya,False,False,True,True,True,True,Sisa 2 kamar,0,Rp1.800.000,4.0
-,+,Kost Dhr VVIP Mulyorejo Surabaya,True,False,True,True,True,True,Ada,0,Rp2.000.000,6.0
-,-,Kost J&G Mulyorejo Surabaya,False,False,True,True,True,False,Sisa 3 kamar,0,Rp2.000.000,3.0
-,-,Kost Shefa Tipe Executive Tambaksari Surabaya,True,True,True,False,True,True,,0,Rp1.900.000,5.0
-,-,Kost Khatulistiwa Mulyorejo Surabaya,False,False,True,True,True,False,Sisa 2 kamar,0,,3.0
-,-,Kost Manyar Indah Sukolilo Surabaya,True,True,True,True,True,True,Ada,0,,6.0
-,-,Kost Etherium Tipe Standar Lux Mulyorejo Surabaya,True,True,True,True,True,True,Penuh,0,,7.0
-,-,Kost Mykost Jalan Wisma Permai Tengah Tipe A Mulyorejo Surabaya,True,True,True,True,True,True,Penuh,0,,7.0
-,-,Kost Kalikepiting Jaya 38 Tipe Kamar 4 Tambaksari Surabaya,True,True,True,True,True,False,Penuh,0,,6.0
