Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost JDorm Sonorejo Tipe Standar Suko Manunggal Surabaya,True,True,False,False,True,True,Ada,0,Rp950.000,5.0
-,+,Kost Dukuh Kupang II Dukuhpakis Surabaya,True,False,False,True,True,False,Ada,0,Rp950.000,4.0
-,+,Kost DK Tipe B Dukuh Pakis Surabaya,True,False,False,False,True,True,Ada,0,Rp850.000,4.0
-,+,Kost Hanin Standart Dukuhpakis Surabaya,True,True,False,False,True,False,Ada,0,Rp850.000,4.0
-,+,Kost DK2053 Tipe C Dukuhpakis Surabaya,True,True,False,True,True,True,Ada,0,Rp1.000.000,6.0
-,+,Kost DK20 Tipe B Dukuhpakis Surabaya,True,False,False,True,True,True,Ada,0,Rp950.000,5.0
-,+,Kost Mbah Yah Jambangan Surabaya,True,True,True,False,True,True,Ada,0,Rp850.000,6.0
-,+,Kost Dhiva Dukuhpakis Surabaya,False,True,False,True,True,True,Ada,0,Rp800.000,5.0
-,+,Kost Geraldine Baru Tipe A Dukuhpakis Surabaya,False,True,True,True,True,True,Ada,0,Rp1.000.000,6.0
-,+,Kost Jl Dukuh Kupang Barat 17 Surabaya,False,True,True,True,True,True,Ada,0,Rp1.000.000,6.0
-,+,Kost 44 Tipe A Sawahan Surabaya,False,True,True,True,True,True,Ada,0,Rp920.000,6.0
-,+,Kost Putri Dukuhpakis Surabaya,True,True,False,True,True,False,Ada,0,Rp800.000,5.0
-,+,Kost Bu Koes Sawahan Surabaya,False,True,False,True,True,True,Ada,0,Rp950.000,5.0
-,-,Kost 2 Abs Wiyung Surabaya,False,True,True,True,True,True,Sisa 1 kamar,0,Rp950.000,5.0
-,-,Kost WK Tipe A Dukuh Pakis Surabaya,True,True,True,True,True,False,Sisa 1 kamar,0,Rp1.000.000,5.0
-,+,Kost DKP Miso Dukuhpakis Surabaya,False,False,False,True,True,False,Ada,0,Rp800.000,3.0
-,-,Kost ABS Sawahan Surabaya,False,True,True,False,True,True,Sisa 1 kamar,0,Rp850.000,4.0
-,-,Kost Puri Asri Tipe B Sawahan Surabaya,True,True,False,False,False,False,Ada,0,Rp900.000,2.0
-,-,Kost 166A Gayungan Surabaya,True,True,False,False,True,False,Sisa 1 kamar,0,Rp900.000,3.0
-,-,Kost Faqih Executive Dukuh Pakis Surabaya,True,False,False,True,True,True,Ada,0,Rp900.000,4.0
-,-,Kost Finessetia Tipe A Dukuh Pakis Surabaya,True,True,False,False,True,True,Sisa 3 kamar,0,Rp800.000,4.0
-,-,Kost Lazuardy Syariah Sawahan Surabaya,False,False,False,False,True,False,Sisa 2 kamar,0,Rp850.000,1.0
-,-,Kost Ceria Suko Manunggal Surabaya,True,False,False,True,True,True,Sisa 2 kamar,0,Rp850.000,4.0
-,-,Kost 51 Tipe A Dukuhpakis Surabaya,False,True,False,False,True,True,Sisa 1 kamar,0,Rp800.000,3.0
-,+,Kost Brarokah Tipe A Wiyung Surabaya,True,True,False,True,True,True,Ada,0,Rp900.000,6.0
-,+,Kost 44 New Tipe Executive Sawahan Surabaya,False,True,True,True,True,True,Ada,0,Rp970.000,6.0
-,-,Kost Woles District Wiyung Surabaya,True,True,False,False,False,True,Sisa 2 kamar,0,Rp1.000.000,3.0
-,-,Kost Gunungsari Tipe A Wonokromo Surabaya,True,False,False,False,True,False,Sisa 1 kamar,0,Rp1.000.000,2.0
-,-,Kost Linda Standart Sawahan Surabaya,False,True,False,True,True,False,Sisa 1 kamar,0,Rp850.000,3.0
-,-,Kost Bom 2 Ekonomi Wiyung Surabaya,False,False,False,False,False,False,,0,,0.0
-,-,Kost Pulosari Dukuhpakis Surabaya,True,False,False,False,False,True,Sisa 1 kamar,0,,2.0
-,-,Kost Elnaan Dukuh Pakis Surabaya,True,True,True,True,True,True,Penuh,0,,7.0
-,-,Kost Hk Dk Dukuh Pakis Surabaya,False,True,False,True,True,True,Penuh,0,,5.0
-,-,Kost WNA Sawahan Surabaya,True,False,False,True,True,False,Penuh,0,,4.0
-,-,Kost Silvia Pradah Kali Kendal Surabaya,False,False,False,True,True,False,Penuh,0,,3.0
-,-,Kost Luluk Hartiningsih Tipe A Dukuhpakis Surabaya,True,False,True,False,True,True,Penuh,0,,5.0
