Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost KSB 20 Residence VIP Twin Room Dukuhpakis Surabaya,True,True,True,True,True,False,Ada,0,Rp2.850.000,6.0
-,+,Kost KSB 20 Residence VIP King Room Dukuhpakis Surabaya,True,True,True,True,True,False,Ada,0,Rp2.850.000,6.0
-,+,Kost Thessa 1 Tipe Executive Dukuhpakis Surabaya,True,True,True,True,True,True,Ada,0,Rp2.800.000,7.0
-,+,Kost Pakis Dukuhpakis Surabaya,True,True,True,True,True,True,Ada,0,Rp2.750.000,7.0
-,+,Kost Graha Poernomo Tipe C Suko Manunggal Surabaya,True,True,True,True,True,True,Ada,0,Rp2.850.000,7.0
-,-,Kost Graha Wilyn VIP Dukuhpakis Surabaya,True,True,True,True,True,True,Sisa 1 kamar,0,Rp3.000.000,6.0
-,-,Kost Eksekutif Tipe B Wiyung Surabaya,False,False,True,True,True,True,Sisa 3 kamar,0,Rp2.800.000,4.0
-,-,Kost Executive Cozyliving Tipe E Surabaya Barat,True,True,True,True,True,True,Sisa 1 kamar,0,Rp2.750.000,6.0
-,-,Kost Executive Cozyliving Tipe F Surabaya Barat,True,True,True,True,True,True,Sisa 1 kamar,0,Rp2.850.000,6.0
-,-,Kost Griyo Avi 123 Sukomanunggal Surabaya,True,True,True,False,False,True,Ada,0,Rp3.000.000,4.0
-,-,Kost Eksekutif Tipe C Wiyung Surabaya,True,False,True,True,True,True,Sisa 2 kamar,0,Rp2.800.000,5.0
-,-,Kost Puncak Permai Kalijudan Mulyorejo Sukomanunggal Surabaya,True,False,True,False,False,True,Sisa 1 kamar,0,Rp3.000.000,3.0
-,-,Kost Longstay Lg Residence Dukuhpakis Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.887.500,7.0
-,-,Kost Blessing House Tipe B Suko Manunggal Surabaya,True,True,True,True,True,True,Penuh,0,Rp2.750.000,7.0
-,-,Kost Blessing House Tipe A Suko Manunggal Surabaya,True,True,True,True,True,True,Penuh,0,Rp3.000.000,7.0
