Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,-,Kost Ave Executive Co Living Deluxe Dukuhpakis Surabaya,True,True,True,True,True,True,Sisa 1 kamar,0,Rp3.200.000,6.0
-,-,Kost LV Bebas Dukuh Kupang Dukuhpakis Surabaya,True,True,True,True,True,True,Ada,0,Rp4.000.000,6.0
-,-,Kost Tvri Sawahan Surabaya,True,True,True,False,False,True,Ada,0,Rp3.750.000,4.0
-,-,Kost Kusumah Dukuhpakis Surabaya,True,True,True,False,False,True,Ada,0,Rp3.750.000,4.0
-,-,Kost Christyawan Tipe A Dukuhpakis Surabaya,False,False,False,True,False,True,Sisa 1 kamar,0,Rp4.000.000,2.0
-,-,Kost Grand Sungkono Lagoon Dukuh Pakis Surabaya,True,False,False,False,False,False,Sisa 1 kamar,0,Rp3.800.000,1.0
-,-,Kost Ciputra Tiga Dukuhpakis Surabaya,True,True,True,False,False,True,Penuh,0,Rp3.750.000,5.0
