Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,-,Kost Graha Wilyn VIP Dukuhpakis Surabaya,True,True,True,True,True,True,Sisa 1 kamar,0,Rp3.000.000,6.0
-,-,Kost Andalan Tipe Executive Dukuhpakis Surabaya,True,False,True,False,True,True,Sisa 1 kamar,0,Rp3.250.000,4.0
-,-,Kost Griyo Avi 123 Sukomanunggal Surabaya,True,True,True,False,False,True,Ada,0,Rp3.000.000,4.0
-,-,Kost Puncak Permai Kalijudan Mulyorejo Sukomanunggal Surabaya,True,False,True,False,False,True,Sisa 1 kamar,0,Rp3.000.000,3.0
-,-,Kost Kita Room Tipe VVIP Dukuhpakis Surabaya,True,True,True,True,True,True,Penuh,0,Rp3.250.000,7.0
-,-,Kost Blessing House Tipe A Suko Manunggal Surabaya,True,True,True,True,True,True,Penuh,0,Rp3.000.000,7.0
