Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Kost Nusantara Bluru Executive Sidoarjo,True,True,True,True,True,False,Ada,0,Rp1.500.000,6.0
-,-,Kost Yowes Syariah Tipe Besar Buduran Sidoarjo,True,True,True,True,True,True,Sisa 2 kamar,0,Rp1.250.000,6.0
-,-,Kost Biliq Executive 1 Sidoarjo Sidoarjo,True,True,True,True,True,True,Sisa 1 kamar,0,Rp1.500.000,6.0
-,-,Kost Mulia Rava Gedangan Sidoarjo,True,True,True,True,True,True,Ada,0,Rp1.350.000,6.0
-,-,Kost Siwalan Panji Buduran Sidoarjo,True,True,True,True,True,False,Ada,0,Rp1.500.000,5.0
-,-,Kost Mulia Rava 1 Gedangan Sidoarjo,True,True,True,True,True,True,Penuh,0,Rp1.300.000,7.0
-,-,Kost Syariah Sazuma Sidoarjo Sidoarjo,True,True,True,True,True,False,Penuh,0,Rp1.300.000,6.0
-,-,Kost Trunojoyo Sidoarjo,True,True,True,True,True,True,Penuh,0,Rp1.300.000,7.0
