Singgahsini,Kos Andalan,Name,K. Mandi Dalam,WiFi,AC,Kloset Duduk,Kasur,Akses 24 Jam,Availability,Rating,Price,Kost Raw Value
-,+,Rumah Kontrakan Surya residence Vania Buduran Sidoarjo,False,False,False,False,False,True,Ada,0,Rp1.200.000,2.0
-,+,Kost Silverin Tipe C Sidoarjo Sidoarjo,True,True,True,True,True,True,Ada,0,Rp1.000.000,7.0
-,+,Kost Silverin Tipe D Sidoarjo Sidoarjo,True,True,True,True,True,True,Ada,0,Rp1.100.000,7.0
-,-,Kost Yowes Syariah Tipe Besar Buduran Sidoarjo,True,True,True,True,True,True,Sisa 2 kamar,0,Rp1.250.000,6.0
-,-,Kost Abba Tipe Eksekutif Sidoarjo,True,False,True,True,True,True,Ada,0,Rp1.000.000,5.0
-,-,Kost Murah Sidoarjo,True,True,True,True,True,True,Sisa 3 kamar,0,Rp1.000.000,6.0
-,-,Kost Bu Yudi Gedangan Sidoarjo,True,True,True,True,True,True,Ada,0,Rp1.000.000,6.0
-,-,Kost MK Tipe A Single Sidoarjo,True,True,True,True,True,True,Ada,0,Rp1.100.000,6.0
-,-,Kost Al Kautsar Tipe Exclusive Sidoarjo Sidoarjo,True,True,True,True,True,True,Sisa 2 kamar,0,Rp1.200.000,6.0
-,-,Kost Yowes Syariah Tipe AC Buduran Sidoarjo,True,True,True,True,True,True,Ada,0,Rp1.100.000,6.0
-,-,Kost Griya Logos Tipe Eksklusif Buduran Sidoarjo,True,True,True,True,True,True,Sisa 3 kamar,0,Rp1.200.000,6.0
-,-,Kost Rumah Yani Buduran Sidoarjo,False,True,True,True,True,True,Ada,0,Rp1.000.000,5.0
-,-,Kost Pak Jalal Tipe B Buduran Sidoarjo,True,False,True,False,True,True,Sisa 1 kamar,0,Rp1.200.000,4.0
-,-,Kost Eksklusif Sidoarjo Vvip Buduran Sidoarjo,False,False,False,False,True,False,Ada,0,Rp1.000.000,1.0
-,+,Kost Susi 3 Sidoarjo,True,True,True,True,True,False,Penuh,0,Rp1.200.000,7.0
-,+,Kost Amanis Blukid Executive Sidoarjo,True,True,True,True,True,True,Penuh,0,Rp1.000.000,8.0
-,-,Kost Griya Hasana Tipe A Buduran Sidoarjo,True,False,True,True,True,False,Penuh,0,Rp1.200.000,5.0
-,+,Kost Surya Executive Buduran Sidoarjo,True,True,False,True,True,True,Penuh,0,Rp1.200.000,7.0
-,-,Kost Dokter Muda Sidoarjo,True,True,True,True,True,True,Penuh,0,Rp1.000.000,7.0
-,-,Kost Difa 1 Tipe AC Sidoarjo,True,True,True,True,True,False,Penuh,0,Rp1.000.000,6.0
-,-,Kost Biru Tipe A Sidoarjo,True,True,False,False,True,True,Penuh,0,Rp1.000.000,5.0
-,-,Kost Pak Eri Tipe C Buduran Sidoarjo,True,False,True,True,True,True,Penuh,0,Rp1.100.000,6.0
